,Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,YearMonth,Revenue,MarketGrowth,TotalMarketRevenue,MarketShare,Rating,Review
18,100019,91783,Himalayan Noodles Pack,1,2025-01-20 14:52:44,47.17,8242,Nepal,2025-01,47.17,0.35090909090909084,1048154.77,4.500289589866581e-05,5.0,"Bought again, loved it"
19,100020,61395,Buddha Keychain,7,2025-01-31 06:04:10,107.37,6586,Nepal,2025-01,751.59,0.35090909090909084,1048154.77,0.0007170601341632019,1.5,Not good
20,100021,23130,Wooden Wall Clock,19,2025-06-04 19:17:03,834.37,6808,Nepal,2025-06,15853.03,-0.5720338983050848,347660.77,0.045599133891350466,4.4,Good quality at a fair price
21,100022,70697,Steel Water Bottle,8,2024-11-27 17:06:24,323.4,5009,Nepal,2024-11,2587.2,-0.15410385259631487,547351.24,0.004726763750457567,3.2,Meets expectations
22,100023,67192,Rice Cooker Small,7,2025-01-12 08:20:31,2611.37,8186,Nepal,2025-01,18279.59,0.35090909090909084,1048154.77,0.017439781340688836,4.7,Excellent experience
23,100024,92295,Electric Induction Stove,19,2025-04-12 19:36:22,4575.48,7818,Nepal,2025-04,86934.12,-0.047256097560975596,832280.23,0.10445294369181399,4.3,Very satisfied
24,100025,96129,Toothbrush Set,13,2025-01-26 03:37:04,161.59,8810,Nepal,2025-01,2100.67,0.35090909090909084,1048154.77,0.002004160129901427,2.1,Too expensive for the quality
25,100026,32318,Wall Calendar,9,2025-05-27 22:30:35,152.74,8835,Nepal,2025-05,1374.66,0.13280000000000003,828681.74,0.0016588515634482306,2.1,Not good
26,100027,31263,Toothbrush Set,9,2024-12-22 21:12:19,262.6,7854,Nepal,2024-12,2363.4,0.08910891089108919,570405.23,0.004143370144064072,4.6,Fast delivery
27,100028,33636,Shree Antacid Syrup,19,2024-07-01 06:44:12,144.08,6861,Nepal,2024-07,2737.5200000000004,0.3227848101265822,654158.58,0.0041847956805825285,4.3,Great product!
28,100029,92527,SastoDeal Hoodie,11,2025-05-20 21:52:23,1460.61,7544,Nepal,2025-05,16066.71,0.13280000000000003,828681.74,0.01938827564850168,4.1,Very satisfied
29,100030,15638,Rudraksha Mala,10,2025-05-23 20:10:38,466.48,5530,Nepal,2025-05,4664.8,0.13280000000000003,828681.74,0.005629181596302581,4.3,Fast delivery
30,100031,13980,Nepali Tea Box,16,2025-06-09 02:25:56,355.78,7269,Nepal,2025-06,5692.48,-0.5720338983050848,347660.77,0.016373662176494632,3.9,Meets expectations
31,100032,23695,Sajilo Water Purifier,16,2025-03-12 16:33:48,3769.84,9083,Nepal,2025-03,60317.44,0.12328767123287676,953405.02,0.06326528467408321,4.8,Excellent service and packaging
32,100033,92823,Rice Cooker Small,10,2025-02-09 15:14:57,2212.83,5057,Nepal,2025-02,22128.3,-0.21399730820995966,798494.09,0.02771254074028275,4.4,Excellent experience
33,100034,81450,Everest Notebook,18,2024-06-23 19:48:26,80.06,5487,Nepal,2024-06,1441.08,0.0,365134.28,0.00394671242590534,4.2,Excellent service and packaging
34,100035,67124,Mi Smartphone Case,5,2024-08-12 05:30:18,376.47,5860,Nepal,2024-08,1882.3500000000001,-0.0430622009569378,559344.29,0.00336527972780414,3.0,Average quality
35,100036,25366,Toothbrush Set,20,2025-06-10 18:03:08,263.36,6384,Nepal,2025-06,5267.200000000001,-0.5720338983050848,347660.77,0.01515040077717138,3.7,Average quality
36,100037,91920,Himalayan Noodles Pack,1,2024-09-06 03:21:43,40.21,7261,Nepal,2024-09,40.21,-0.09666666666666668,698740.75,5.754637896816523e-05,4.8,Excellent service and packaging
37,100038,95505,Himalayan Noodles Pack,1,2024-12-04 00:08:10,53.48,7526,Nepal,2024-12,53.48,0.08910891089108919,570405.23,9.375790611176548e-05,4.2,Good quality at a fair price
38,100039,66914,Himalayan Noodles Pack,17,2025-01-05 15:35:38,42.34,7326,Nepal,2025-01,719.7800000000001,0.35090909090909084,1048154.77,0.0006867115626445129,3.1,Average quality
39,100040,90001,Daraz Shopping Bag,7,2025-04-29 18:51:01,97.09,5611,Nepal,2025-04,679.63,-0.047256097560975596,832280.23,0.0008165879417801382,3.3,Average quality
40,100041,77429,Wooden Wall Clock,18,2025-05-26 21:58:38,1753.94,6674,Nepal,2025-05,31570.920000000002,0.13280000000000003,828681.74,0.03809776235687298,3.5,Takes time to use
41,100042,14273,SastoDeal Hoodie,4,2025-05-28 21:01:54,1747.81,5925,Nepal,2025-05,6991.24,0.13280000000000003,828681.74,0.008436580248528223,4.2,Excellent service and packaging
42,100043,17999,CG Electric Kettle,19,2025-02-05 15:52:46,2121.59,9962,Nepal,2025-02,40310.21000000001,-0.21399730820995966,798494.09,0.05048279067413011,1.9,Below expectations
43,100044,38580,Wall Calendar,10,2025-05-18 03:38:41,346.54,9121,Nepal,2025-05,3465.4,0.13280000000000003,828681.74,0.004181822565560573,4.5,Great product!
44,100045,83560,Daraz Shopping Bag,20,2025-03-04 06:07:57,87.05,5585,Nepal,2025-03,1741.0,0.12328767123287676,953405.02,0.0018260864621837212,2.7,Item arrived damaged
45,100046,30071,Shree Antacid Syrup,13,2025-06-02 21:33:01,124.76,8368,Nepal,2025-06,1621.88,-0.5720338983050848,347660.77,0.004665122268468772,5.0,Very satisfied
46,100047,26818,Mi Smartphone Case,6,2025-03-17 04:42:05,597.88,5597,Nepal,2025-03,3587.2799999999997,0.12328767123287676,953405.02,0.00376259818728456,4.2,Will recommend for sure
47,100048,92597,Kashmiri Shawl,6,2024-08-25 13:06:36,1354.64,6607,Nepal,2024-08,8127.84,-0.0430622009569378,559344.29,0.014531014520591601,4.6,Will recommend for sure
48,100049,53996,Rudraksha Mala,7,2024-08-13 05:54:52,216.86,6472,Nepal,2024-08,1518.02,-0.0430622009569378,559344.29,0.002713927767100295,3.2,Works okay but packaging could improve
49,100050,48006,Rudraksha Mala,11,2024-12-16 01:28:43,437.77,6625,Nepal,2024-12,4815.469999999999,0.08910891089108919,570405.23,0.008442191176963787,4.7,Great product!
50,100051,52789,Himalayan Noodles Pack,13,2025-02-27 13:23:48,56.23,8918,Nepal,2025-02,730.99,-0.21399730820995966,798494.09,0.0009154607518760721,4.0,Excellent service and packaging
51,100052,35926,Mi Smartphone Case,17,2024-10-17 03:27:10,326.0,8529,Nepal,2024-10,5542.0,0.10147601476014767,709513.82,0.0078109824555637275,4.1,Excellent service and packaging
52,100053,78702,Buddha Keychain,5,2024-08-29 17:13:52,199.89,8436,Nepal,2024-08,999.4499999999999,-0.0430622009569378,559344.29,0.0017868243546385356,3.5,Works okay but packaging could improve
53,100054,91056,Rudraksha Mala,16,2025-01-12 21:36:09,479.35,7537,Nepal,2025-01,7669.6,0.35090909090909084,1048154.77,0.00731723999118947,3.4,Works okay but packaging could improve
54,100055,60707,KTM Bike Helmet,18,2024-07-25 23:34:16,1537.35,6930,Nepal,2024-07,27672.3,0.3227848101265822,654158.58,0.04230212802528708,4.1,Excellent experience
55,100056,63406,CG Electric Kettle,13,2024-07-02 20:44:27,2375.45,7755,Nepal,2024-07,30880.85,0.3227848101265822,654158.58,0.04720697846690324,1.1,Too expensive for the quality
56,100057,20010,Wooden Wall Clock,10,2025-01-04 12:05:46,2188.14,5842,Nepal,2025-01,21881.399999999998,0.35090909090909084,1048154.77,0.02087611546145995,4.2,Very satisfied
57,100058,16542,Daraz Shopping Bag,1,2024-07-15 11:11:10,109.74,8664,Nepal,2024-07,109.74,0.3227848101265822,654158.58,0.0001677574877944733,3.8,It's okay
58,100059,26607,Sajilo Water Purifier,18,2024-11-13 05:01:07,3911.66,6764,Nepal,2024-11,70409.88,-0.15410385259631487,547351.24,0.1286374723477378,3.7,Meets expectations
59,100060,55873,SastoDeal Hoodie,6,2024-10-29 05:05:43,1627.77,6446,Nepal,2024-10,9766.619999999999,0.10147601476014767,709513.82,0.013765228702662903,3.6,Meets expectations
60,100061,81542,Buddha Keychain,18,2024-08-25 07:33:44,225.62,5639,Nepal,2024-08,4061.16,-0.0430622009569378,559344.29,0.007260572911184987,4.1,Worth the money
61,100062,40779,Mi Smartphone Case,3,2024-12-30 19:45:44,446.87,6791,Nepal,2024-12,1340.6100000000001,0.08910891089108919,570405.23,0.002350276486770642,3.4,Reasonable for the price
62,100063,94774,CG Electric Kettle,17,2025-06-09 11:20:58,2244.3,9096,Nepal,2025-06,38153.100000000006,-0.5720338983050848,347660.77,0.10974232151645986,4.0,Fast delivery
63,100064,40259,Nepali Tea Box,7,2025-02-27 19:55:12,320.57,5371,Nepal,2025-02,2243.99,-0.21399730820995966,798494.09,0.002810277531296443,4.7,Excellent experience
64,100065,26920,Nepali Tea Box,4,2024-11-26 05:02:44,131.89,5041,Nepal,2024-11,527.56,-0.15410385259631487,547351.24,0.0009638417919725549,4.5,Very satisfied
65,100066,20968,SastoDeal Hoodie,15,2024-10-23 11:50:59,970.05,9838,Nepal,2024-10,14550.75,0.10147601476014767,709513.82,0.020508057193304566,4.7,Very satisfied
66,100067,81173,KTM Bike Helmet,5,2024-12-06 14:32:42,1047.76,5093,Nepal,2024-12,5238.8,0.08910891089108919,570405.23,0.009184347766236296,4.4,Excellent service and packaging
67,100068,47496,Rice Cooker Small,12,2024-11-18 13:30:27,2805.72,6253,Nepal,2024-11,33668.64,-0.15410385259631487,547351.24,0.06151194614997127,4.2,Good quality at a fair price
68,100069,62017,Mi Smartphone Case,16,2025-01-19 00:44:01,503.38,5801,Nepal,2025-01,8054.08,0.35090909090909084,1048154.77,0.007684056048325763,4.0,Will recommend for sure
69,100070,85742,Rice Cooker Small,10,2025-03-03 01:50:57,2529.51,8196,Nepal,2025-03,25295.100000000002,0.12328767123287676,953405.02,0.026531326633879065,3.5,It's okay
70,100071,86495,Nepali Tea Box,7,2025-04-07 00:41:19,269.12,6203,Nepal,2025-04,1883.8400000000001,-0.047256097560975596,832280.23,0.002263468399339487,1.9,Below expectations
71,100072,96407,SastoDeal Hoodie,15,2024-06-26 20:00:39,1185.48,8648,Nepal,2024-06,17782.2,0.0,365134.28,0.048700439739593884,4.0,"Bought again, loved it"
72,100073,10366,Himalayan Noodles Pack,9,2025-02-26 20:39:35,42.85,9958,Nepal,2025-02,385.65000000000003,-0.21399730820995966,798494.09,0.00048297163977757186,4.9,Good quality at a fair price
73,100074,34138,Kashmiri Shawl,18,2024-11-10 12:05:02,1010.48,7351,Nepal,2024-11,18188.64,-0.15410385259631487,547351.24,0.033230289201500667,3.4,Nothing special
74,100075,31184,Daraz Shopping Bag,14,2025-06-07 20:55:35,84.14,5830,Nepal,2025-06,1177.96,-0.5720338983050848,347660.77,0.0033882453864438025,4.8,Will recommend for sure
75,100076,14105,Wall Calendar,16,2025-02-12 14:49:55,225.44,7109,Nepal,2025-02,3607.04,-0.21399730820995966,798494.09,0.004517303315294419,3.6,Average quality
76,100077,26692,Buddha Keychain,5,2024-12-07 22:36:42,215.63,6196,Nepal,2024-12,1078.15,0.08910891089108919,570405.23,0.001890147465863874,4.6,Highly useful
77,100078,55242,Toothbrush Set,10,2025-04-30 20:54:20,292.8,6458,Nepal,2025-04,2928.0,-0.047256097560975596,832280.23,0.0035180458389597936,3.4,Works okay but packaging could improve
78,100079,95570,KTM Bike Helmet,7,2024-10-11 12:09:13,972.97,6938,Nepal,2024-10,6810.79,0.10147601476014767,709513.82,0.009599235149499978,3.6,Works okay but packaging could improve
79,100080,36658,Everest Notebook,10,2025-05-08 10:26:31,160.72,7984,Nepal,2025-05,1607.2,0.13280000000000003,828681.74,0.001939465928137864,3.4,Takes time to use
80,100081,35497,Mi Smartphone Case,10,2025-03-23 16:31:43,628.08,6946,Nepal,2025-03,6280.8,0.12328767123287676,953405.02,0.006587756376613163,3.4,Nothing special
81,100082,57391,Himalayan Noodles Pack,20,2024-07-11 13:31:48,59.61,5764,Nepal,2024-07,1192.2,0.3227848101265822,654158.58,0.0018224938668541199,4.3,Very satisfied
82,100083,12540,Kashmiri Shawl,4,2025-04-27 12:47:30,2059.48,8880,Nepal,2025-04,8237.92,-0.047256097560975596,832280.23,0.009898012355766279,5.0,"Bought again, loved it"
83,100084,34190,CG Electric Kettle,7,2025-04-26 17:37:18,1267.52,9280,Nepal,2025-04,8872.64,-0.047256097560975596,832280.23,0.010660640106758273,3.5,Nothing special
84,100085,87182,Daraz Shopping Bag,15,2024-12-17 11:45:02,102.89,7360,Nepal,2024-12,1543.35,0.08910891089108919,570405.23,0.002705708010426202,4.5,Will recommend for sure
85,100086,45683,SastoDeal Hoodie,1,2024-07-21 13:07:59,1464.69,9928,Nepal,2024-07,1464.69,0.3227848101265822,654158.58,0.0022390442390895493,1.1,Delivery was slow
86,100087,77538,Everest Notebook,15,2025-01-24 17:26:16,116.64,8074,Nepal,2025-01,1749.6,0.35090909090909084,1048154.77,0.0016692191364067349,4.8,Worth the money
87,100088,67785,Rudraksha Mala,11,2025-01-31 07:59:44,383.94,5146,Nepal,2025-01,4223.34,0.35090909090909084,1048154.77,0.004029309526492925,4.4,Good quality at a fair price
88,100089,75467,Himalayan Noodles Pack,16,2024-11-01 20:59:31,46.32,7355,Nepal,2024-11,741.12,-0.15410385259631487,547351.24,0.0013540117311143754,4.7,Very satisfied
89,100090,16161,Everest Notebook,13,2025-01-07 00:07:41,122.06,5756,Nepal,2025-01,1586.78,0.35090909090909084,1048154.77,0.0015138794817486734,3.7,Takes time to use
90,100091,23801,Nepali Tea Box,9,2024-06-25 06:52:46,248.18,7932,Nepal,2024-06,2233.62,0.0,365134.28,0.0061172563693554045,3.4,Average quality
91,100092,67481,Himalayan Noodles Pack,2,2025-01-08 14:51:11,51.19,6410,Nepal,2025-01,102.38,0.35090909090909084,1048154.77,9.767641471497572e-05,3.3,It's okay
92,100093,66533,Kashmiri Shawl,18,2025-05-14 18:33:02,2142.27,8916,Nepal,2025-05,38560.86,0.13280000000000003,828681.74,0.046532773848739564,4.3,Very satisfied
93,100094,24181,Himalayan Noodles Pack,8,2024-12-07 17:14:06,49.38,6317,Nepal,2024-12,395.04,0.08910891089108919,570405.23,0.0006925602698278205,4.9,Excellent experience
94,100095,57459,Daraz Shopping Bag,11,2024-12-04 22:26:20,100.57,5316,Nepal,2024-12,1106.27,0.08910891089108919,570405.23,0.0019394457515755949,4.1,Excellent experience
95,100096,45053,SastoDeal Hoodie,14,2025-01-19 17:13:10,1561.16,8757,Nepal,2025-01,21856.24,0.35090909090909084,1048154.77,0.020852111372827126,4.1,Fast delivery
96,100097,97730,Kashmiri Shawl,11,2025-01-15 10:38:16,1440.42,8300,Nepal,2025-01,15844.62,0.35090909090909084,1048154.77,0.015116679762856015,2.7,Below expectations
97,100098,26424,Mi Smartphone Case,11,2025-01-13 20:48:55,541.15,6538,Nepal,2025-01,5952.65,0.35090909090909084,1048154.77,0.0056791708346659526,4.7,Highly useful
98,100099,61136,Rice Cooker Small,11,2025-01-16 18:39:23,3233.18,8171,Nepal,2025-01,35564.979999999996,0.35090909090909084,1048154.77,0.033931038638501825,3.3,It's okay
99,100100,50374,Electric Induction Stove,15,2025-02-16 23:46:20,4669.82,5652,Nepal,2025-02,70047.29999999999,-0.21399730820995966,798494.09,0.08772425604302217,4.1,Good quality at a fair price
100,100101,96522,Rudraksha Mala,16,2024-08-10 04:55:28,208.82,8836,Nepal,2024-08,3341.12,-0.0430622009569378,559344.29,0.005973279891710345,3.1,Works okay but packaging could improve
101,100102,99936,Daraz Shopping Bag,2,2024-11-14 21:15:24,106.72,6363,Nepal,2024-11,213.44,-0.15410385259631487,547351.24,0.0003899507014910572,4.2,Worth the money
102,100103,85902,Shree Antacid Syrup,15,2024-06-18 07:58:27,111.94,7016,Nepal,2024-06,1679.1,0.0,365134.28,0.0045985821983079754,4.9,"Bought again, loved it"
103,100104,41967,Rice Cooker Small,8,2024-11-21 02:49:01,2011.16,9202,Nepal,2024-11,16089.28,-0.15410385259631487,547351.24,0.02939479958061299,4.3,Worth the money
104,100105,16698,KTM Bike Helmet,16,2025-05-16 18:01:28,1481.63,7370,Nepal,2025-05,23706.08,0.13280000000000003,828681.74,0.028606977631726267,4.3,Excellent service and packaging
105,100106,11855,Wall Calendar,18,2025-03-17 02:24:22,248.42,9470,Nepal,2025-03,4471.5599999999995,0.12328767123287676,953405.02,0.004690094876991522,4.2,Good quality at a fair price
106,100107,52333,Sajilo Water Purifier,13,2024-12-15 09:44:42,4892.68,7486,Nepal,2024-12,63604.840000000004,0.08910891089108919,570405.23,0.11150816411693842,4.4,"Bought again, loved it"
107,100108,61499,Electric Induction Stove,11,2024-08-05 10:13:26,4028.94,9398,Nepal,2024-08,44318.340000000004,-0.0430622009569378,559344.29,0.07923266723613108,4.4,Will recommend for sure
108,100109,75076,Toothbrush Set,2,2024-10-05 03:25:46,166.16,9386,Nepal,2024-10,332.32,0.10147601476014767,709513.82,0.0004683770641705048,4.9,Highly useful
109,100110,22316,Wooden Wall Clock,15,2024-10-16 09:01:52,1259.89,5448,Nepal,2024-10,18898.350000000002,0.10147601476014767,709513.82,0.02663563339752847,3.3,Average quality
110,100111,28767,Buddha Keychain,17,2025-05-18 18:01:04,103.52,6179,Nepal,2025-05,1759.84,0.13280000000000003,828681.74,0.002123662094931644,3.5,Average quality
111,100112,67973,Shree Antacid Syrup,12,2025-03-13 01:46:48,179.73,8308,Nepal,2025-03,2156.7599999999998,0.12328767123287676,953405.02,0.0022621655589772326,4.7,Excellent experience
112,100113,27008,KTM Bike Helmet,15,2025-04-05 14:29:30,1977.61,9916,Nepal,2025-04,29664.149999999998,-0.047256097560975596,832280.23,0.03564202167820327,4.4,Excellent service and packaging
113,100114,47985,SastoDeal Hoodie,10,2024-12-11 05:03:02,1665.39,5672,Nepal,2024-12,16653.9,0.08910891089108919,570405.23,0.02919661167903387,4.7,Fast delivery
114,100115,88238,Mi Smartphone Case,13,2025-05-28 03:45:08,673.98,6357,Nepal,2025-05,8761.74,0.13280000000000003,828681.74,0.01057310614808527,5.0,Fast delivery
115,100116,92126,Everest Notebook,11,2024-06-24 15:22:30,181.52,8707,Nepal,2024-06,1996.72,0.0,365134.28,0.005468453961649396,3.1,Average quality
116,100117,26960,Rice Cooker Small,12,2024-11-25 04:58:23,2202.94,9481,Nepal,2024-11,26435.28,-0.15410385259631487,547351.24,0.04829673903725878,4.7,Good quality at a fair price
117,100118,32408,CG Electric Kettle,11,2024-09-13 15:30:14,1747.03,5366,Nepal,2024-09,19217.329999999998,-0.09666666666666668,698740.75,0.027502804151611306,3.4,It's okay
118,100119,18977,CG Electric Kettle,17,2024-07-02 20:35:20,1586.6,8612,Nepal,2024-07,26972.199999999997,0.3227848101265822,654158.58,0.041231898234828625,3.8,Average quality
119,100120,69338,Rudraksha Mala,20,2025-05-26 21:22:46,229.54,5999,Nepal,2025-05,4590.8,0.13280000000000003,828681.74,0.005539883140178762,5.0,Worth the money
120,100121,19982,Rudraksha Mala,9,2024-11-12 10:55:39,366.61,8711,Nepal,2024-11,3299.4900000000002,-0.15410385259631487,547351.24,0.006028103635976051,4.0,Highly useful
121,100122,14682,Electric Induction Stove,6,2025-04-18 01:29:34,4932.96,6114,Nepal,2025-04,29597.760000000002,-0.047256097560975596,832280.23,0.035562252872448984,4.3,Will recommend for sure
122,100123,66240,SastoDeal Hoodie,3,2025-03-13 15:25:03,1206.42,8863,Nepal,2025-03,3619.26,0.12328767123287676,953405.02,0.0037961411195422488,4.1,"Bought again, loved it"
123,100124,82368,Daraz Shopping Bag,15,2025-04-24 08:40:22,103.45,7981,Nepal,2025-04,1551.75,-0.047256097560975596,832280.23,0.0018644561579938047,4.6,Fast delivery
124,100125,85281,Rice Cooker Small,11,2025-05-20 21:57:00,3201.56,8777,Nepal,2025-05,35217.159999999996,0.13280000000000003,828681.74,0.042497811041425866,4.1,Great product!
125,100126,31706,SastoDeal Hoodie,2,2024-09-21 13:48:19,1480.33,6505,Nepal,2024-09,2960.66,-0.09666666666666668,698740.75,0.004237136591790302,3.7,Takes time to use
126,100127,35101,Rudraksha Mala,13,2025-06-01 14:58:49,241.75,5845,Nepal,2025-06,3142.75,-0.5720338983050848,347660.77,0.009039702696395684,1.7,Not good
127,100128,29094,Wall Calendar,13,2025-06-08 01:26:02,322.23,5841,Nepal,2025-06,4188.99,-0.5720338983050848,347660.77,0.012049073008726293,4.1,Excellent service and packaging
128,100129,83765,Rice Cooker Small,16,2025-01-22 03:44:20,3512.26,5241,Nepal,2025-01,56196.16,0.35090909090909084,1048154.77,0.053614372236268124,3.1,Takes time to use
129,100130,22818,KTM Bike Helmet,4,2024-09-30 14:50:41,1720.51,9488,Nepal,2024-09,6882.04,-0.09666666666666668,698740.75,0.009849203728278334,4.9,Excellent experience
130,100131,52749,Wooden Wall Clock,17,2024-07-05 13:16:08,2415.9,5836,Nepal,2024-07,41070.3,0.3227848101265822,654158.58,0.06278340031862,3.7,Works okay but packaging could improve
131,100132,73663,KTM Bike Helmet,10,2025-05-27 11:05:53,1934.85,8354,Nepal,2025-05,19348.5,0.13280000000000003,828681.74,0.023348529436644762,5.0,Excellent service and packaging
132,100133,62961,Electric Induction Stove,1,2025-04-09 03:11:46,7620.13,6727,Nepal,2025-04,7620.13,-0.047256097560975596,832280.23,0.00915572631107674,3.7,Reasonable for the price
133,100134,20573,Rice Cooker Small,7,2025-04-22 19:43:50,3346.64,7925,Nepal,2025-04,23426.48,-0.047256097560975596,832280.23,0.028147346477279653,2.7,Delivery was slow
134,100135,62445,Wall Calendar,15,2025-03-01 10:17:14,168.37,5811,Nepal,2025-03,2525.55,0.12328767123287676,953405.02,0.0026489791295623765,4.6,Good quality at a fair price
135,100136,63005,Handmade Woolen Cap,13,2025-03-19 19:30:31,386.72,7364,Nepal,2025-03,5027.360000000001,0.12328767123287676,953405.02,0.005273058033615137,3.3,Takes time to use
136,100137,26851,Toothbrush Set,8,2025-02-08 12:09:40,259.96,9620,Nepal,2025-02,2079.68,-0.21399730820995966,798494.09,0.0026045026832947505,3.9,Takes time to use
137,100138,70558,Rice Cooker Small,11,2025-03-23 00:51:09,2442.22,8901,Nepal,2025-03,26864.42,0.12328767123287676,953405.02,0.028177342720515565,2.5,Didn't like it
138,100139,70764,SastoDeal Hoodie,12,2024-09-28 04:47:31,1211.43,5242,Nepal,2024-09,14537.16,-0.09666666666666668,698740.75,0.020804797773709346,3.9,Works okay but packaging could improve
139,100140,50820,Kashmiri Shawl,12,2025-01-02 17:40:35,1933.12,6756,Nepal,2025-01,23197.44,0.35090909090909084,1048154.77,0.022131693394859996,4.4,Will recommend for sure
140,100141,92833,Wall Calendar,14,2024-09-08 23:13:45,112.28,9027,Nepal,2024-09,1571.92,-0.09666666666666668,698740.75,0.0022496469541815043,4.0,Excellent experience
141,100142,45738,Electric Induction Stove,1,2025-03-13 09:47:24,6035.94,8829,Nepal,2025-03,6035.94,0.12328767123287676,953405.02,0.006330929535067898,4.3,Fast delivery
142,100143,75706,Handmade Woolen Cap,19,2025-04-15 03:48:19,348.84,7065,Nepal,2025-04,6627.959999999999,-0.047256097560975596,832280.23,0.007963615812428946,1.1,Below expectations
143,100144,89100,Wall Calendar,19,2025-05-26 23:21:05,123.56,5461,Nepal,2025-05,2347.64,0.13280000000000003,828681.74,0.0028329814531692227,3.1,Works okay but packaging could improve
144,100145,77846,SastoDeal Hoodie,20,2025-02-03 08:29:17,1277.18,7474,Nepal,2025-02,25543.600000000002,-0.21399730820995966,798494.09,0.03198971704349121,4.8,Highly useful
145,100146,82828,Electric Induction Stove,2,2025-05-27 00:18:31,4329.32,6630,Nepal,2025-05,8658.64,0.13280000000000003,828681.74,0.010448691677458707,3.8,Reasonable for the price
146,100147,65004,SastoDeal Hoodie,20,2025-03-10 23:15:49,1360.67,6232,Nepal,2025-03,27213.4,0.12328767123287676,953405.02,0.028543378133251283,4.8,Excellent service and packaging
147,100148,82997,CG Electric Kettle,20,2025-01-20 06:34:04,2010.89,6053,Nepal,2025-01,40217.8,0.35090909090909084,1048154.77,0.03837009681308801,4.6,Will recommend for sure
148,100149,38837,Shree Antacid Syrup,10,2024-06-24 02:24:16,134.53,5179,Nepal,2024-06,1345.3,0.0,365134.28,0.003684397969974224,4.7,Great product!
149,100150,63532,Nepali Tea Box,16,2025-02-18 13:57:51,146.36,8917,Nepal,2025-02,2341.76,-0.21399730820995966,798494.09,0.0029327205164411427,4.6,Worth the money
